age,fnlwgt,capital-gain,educational-num,hours-per-week,target
17,176017,0,6,15,0
46,278322,0,16,40,1
38,170174,0,9,60,0
69,140176,0,9,24,0
67,257557,10566,4,40,0
17,270587,0,7,20,0
33,209768,0,16,40,0
30,19678,0,13,60,1
45,126876,0,9,40,0
22,26248,0,9,50,0
62,147393,0,4,40,1
21,227411,0,11,40,0
44,101593,0,13,60,0
28,34532,0,13,30,0
36,225330,0,9,40,0
31,101761,0,9,51,0
35,45880,0,13,40,0
37,151771,0,4,40,0
26,76491,0,13,55,0
52,141301,0,9,40,0
21,212780,0,8,20,0
44,107218,0,13,40,0
66,201197,0,13,45,1
36,186035,0,15,30,1
23,219519,0,10,30,0
49,166003,0,9,40,0
59,109015,0,9,40,0
40,379919,0,10,40,0
33,401104,0,9,50,1
28,220692,0,10,40,0
30,295612,0,9,40,0
38,127961,0,10,45,1
75,134414,0,10,50,0
34,126853,0,14,40,1
46,265105,0,13,50,1
36,214807,0,9,40,0
72,98035,0,4,20,0
43,311534,0,10,44,1
49,182862,7688,10,40,1
51,94081,0,9,40,1
19,266255,0,9,40,0
66,234743,0,10,50,0
37,59200,0,9,40,0
40,33126,0,14,50,0
36,231948,0,9,64,1
41,343591,0,13,10,0
46,148599,0,14,50,1
41,106627,0,12,50,0
30,86808,0,13,40,0
23,180771,0,2,35,0
32,169768,0,13,40,0
39,117381,0,10,65,0
45,176517,0,12,50,0
52,165998,7298,15,50,1
39,31709,0,10,20,1
25,193787,0,10,40,0
30,180168,0,13,38,0
65,183544,0,5,38,0
21,211385,0,12,35,0
31,142921,0,13,40,0
44,167725,0,9,24,0
27,247507,0,9,40,0
39,410509,0,9,40,0
18,260387,0,9,40,0
36,234271,0,10,40,0
56,155449,0,13,50,0
23,216472,0,10,20,0
38,168407,5721,10,44,0
31,236391,0,10,40,0
20,188409,0,10,60,0
57,176904,0,6,40,0
47,369438,0,10,30,1
41,46221,4787,15,60,1
23,35633,0,9,40,0
30,55912,0,13,50,0
46,110171,0,9,40,0
30,94235,0,7,40,0
47,52795,0,10,46,0
30,323054,0,6,40,0
41,106900,0,13,42,1
77,144608,0,9,6,0
60,114263,0,13,40,1
47,242559,0,10,40,0
42,198341,0,14,55,1
51,176969,0,9,48,0
39,221059,7688,14,38,1
73,198526,0,9,32,0
42,106159,0,13,40,1
78,184762,3471,9,50,0
36,117528,0,9,38,0
40,144778,0,13,40,1
38,95432,0,9,40,1
30,173858,0,10,40,1
32,99646,0,9,50,0
19,47235,0,10,75,0
45,94962,0,9,40,0
22,190903,0,7,20,0
23,205653,0,13,30,0
47,335973,0,9,40,0
43,102180,0,14,50,1
28,138976,0,9,48,0
20,305781,0,7,40,0
43,395997,0,9,55,0
47,101299,0,13,50,1
35,174856,2885,9,40,0
44,172479,7688,13,40,1
33,428271,0,9,35,0
29,240738,0,9,40,1
31,195750,0,2,45,0
20,218343,0,9,25,0
53,98791,0,10,40,0
41,190591,0,12,40,0
39,135020,0,9,40,0
40,53835,0,13,50,1
32,281540,0,10,50,0
37,207066,0,14,70,0
29,81057,0,10,40,0
17,327127,0,7,20,0
44,214838,0,9,45,1
61,221534,0,9,40,0
20,203240,0,12,30,0
35,212465,0,9,40,1
55,258121,0,15,40,1
24,52242,0,9,40,1
65,228182,0,13,40,1
23,204141,0,10,40,0
77,161552,0,1,60,0
33,197474,0,10,48,0
36,252231,0,1,40,0
48,192755,0,13,55,1
17,365613,0,6,10,0
31,49325,0,9,40,0
29,440647,0,10,40,0
49,191277,0,11,30,0
37,25864,0,9,40,0
59,105866,0,13,30,0
22,347867,0,9,40,0
38,136931,0,12,38,0
30,171483,0,9,38,0
23,320451,0,13,24,0
52,167651,0,11,40,1
40,367533,0,9,40,0
65,153890,2009,8,44,0
55,209962,0,9,35,0
45,247869,0,13,60,1
19,71691,0,7,18,0
19,289227,0,10,16,0
55,156089,0,10,40,0
40,346847,0,11,40,0
28,210945,0,12,35,0
41,384508,0,13,40,1
38,140854,0,9,40,1
23,448026,0,11,45,0
22,212213,0,10,40,0
54,86837,0,9,40,1
27,136448,0,13,40,0
34,186346,0,9,40,0
23,238179,0,9,45,0
34,173730,0,13,50,1
76,25319,0,9,8,0
26,132661,5013,9,40,0
49,67001,0,9,40,0
31,19491,2202,9,40,0
42,248876,0,10,55,0
57,426263,0,14,40,1
26,90915,0,12,15,0
57,254949,0,9,40,1
31,27494,0,10,50,0
35,197365,0,9,40,0
24,198148,0,10,30,0
17,295991,0,6,20,0
52,135388,5013,9,40,0
33,160594,7298,10,40,1
30,227359,0,10,40,0
22,262819,0,10,40,0
56,116143,5178,13,44,1
49,213354,0,14,70,1
52,181755,0,9,40,0
31,402361,0,9,40,0
33,79923,0,10,20,0
19,144793,0,7,40,0
44,130126,0,15,45,1
35,102268,0,8,40,0
32,236861,0,9,42,0
22,213834,0,11,20,0
24,275884,0,9,40,0
52,145409,15024,10,60,1
56,314149,0,16,50,1
38,123031,0,9,48,0
33,111746,0,12,45,0
40,150755,99999,13,75,1
36,300829,0,12,42,0
44,346081,0,9,40,1
20,190231,0,5,11,0
26,134888,0,13,35,0
47,239439,0,7,40,0
45,312678,0,14,38,0
25,213412,0,10,40,1
49,31267,0,13,50,0
44,298885,0,9,40,0
52,210736,0,9,40,1
22,260617,0,8,60,0
37,187046,0,10,40,1
32,154210,0,14,45,1
25,129200,0,10,40,0
38,127601,0,10,35,0
32,137184,0,10,40,0
51,335902,0,10,55,0
52,295826,0,14,50,0
20,132053,0,9,40,0
42,377322,0,11,40,0
28,146042,0,9,50,0
34,90705,0,10,40,0
41,332703,0,9,40,0
25,113654,0,9,37,0
23,205939,0,9,38,0
70,88638,7896,14,50,1
49,250733,0,9,46,0
45,153312,0,14,10,1
57,197369,0,9,40,0
21,99199,0,9,36,0
56,159770,0,9,40,0
30,270886,0,10,40,0
39,139703,0,10,48,1
19,186328,0,9,40,0
64,146110,0,10,24,0
43,602513,0,14,50,1
24,291355,0,10,60,0
53,260106,0,15,50,0
26,176520,0,9,53,0
27,401723,0,9,40,0
41,359259,0,9,40,0
49,165539,0,9,35,0
69,106395,0,9,40,1
26,76491,0,14,20,0
38,143123,0,14,40,1
63,271075,0,9,29,0
61,248160,7688,6,40,1
24,35603,0,10,40,0
63,50349,0,9,34,0
41,184378,0,9,40,0
51,153486,0,9,45,1
60,166153,0,10,50,0
47,127678,0,10,80,0
43,37869,0,13,40,1
38,312108,0,9,40,0
80,252466,0,11,24,0
55,138594,0,9,45,1
34,234386,0,12,50,0
33,229636,0,9,40,0
35,347491,0,11,40,0
26,335533,0,9,20,0
27,194515,0,12,37,0
39,109351,0,11,40,0
19,406078,0,10,25,0
45,213334,0,14,45,0
25,184698,0,6,40,0
47,182474,0,9,36,0
23,52566,0,9,40,0
56,51662,0,7,40,0
33,553405,0,11,40,0
29,188401,0,9,40,0
52,91093,0,10,40,0
36,239755,0,13,50,1
19,120361,0,9,40,0
38,219446,0,5,54,0
47,103757,0,12,40,0
26,168403,0,9,40,0
20,216825,0,9,25,0
50,150999,0,14,40,1
30,242122,0,9,40,0
36,113481,0,9,40,0
47,274883,0,9,40,0
40,170721,0,6,50,1
20,175069,1055,10,30,0
45,275995,0,13,50,1
36,323726,0,10,40,0
42,433170,0,10,60,1
21,113163,0,10,50,0
33,215596,0,5,40,0
63,266083,0,4,60,1
23,186666,0,10,40,0
43,23157,0,9,60,0
32,174789,0,9,40,0
45,88500,7298,13,40,1
25,126110,0,10,40,0
47,105779,0,13,40,1
31,149184,0,13,97,1
44,171589,7688,11,40,1
21,95997,0,10,60,0
45,272792,0,14,50,1
18,213024,0,10,30,0
62,201928,0,9,40,0
22,230248,0,12,40,0
38,96330,0,11,40,0
29,319998,0,5,40,0
26,323044,0,10,45,1
52,247806,15024,14,50,1
29,218785,0,10,65,0
17,196252,0,6,16,0
19,304299,0,9,40,0
27,211570,0,7,40,0
44,120277,99999,13,45,1
39,34028,0,13,48,0
26,46097,0,13,40,0
32,185027,0,12,40,1
27,292472,0,10,45,0
40,240504,0,12,40,1
33,222654,0,13,40,0
29,188729,0,13,45,0
73,173047,0,13,15,0
32,123964,4386,10,50,0
27,185670,0,13,60,1
17,159849,0,7,30,0
58,98725,0,16,50,1
19,121074,0,4,99,0
45,362883,0,10,40,0
20,154781,0,9,40,0
50,386397,0,13,60,0
56,98418,0,9,30,0
19,352849,0,9,30,0
46,189498,0,13,45,1
31,189269,0,9,40,0
57,562558,0,9,40,0
37,203828,0,5,65,0
39,239755,0,15,50,1
59,277034,0,9,60,1
31,122749,0,11,20,0
29,568490,0,9,40,0
47,144351,0,13,45,1
42,84661,0,10,30,0
41,48087,2354,13,40,0
24,174461,0,13,50,0
45,81487,0,10,40,1
45,90758,0,13,55,1
65,179985,0,9,40,0
25,204219,0,9,40,0
27,245661,0,9,40,0
27,285432,0,12,40,0
38,22042,0,11,39,0
56,105281,0,9,40,0
48,167009,0,10,48,0
25,463667,0,9,8,0
48,186539,0,10,40,0
18,282609,0,3,30,0
61,160942,3103,14,50,0
21,417668,0,10,20,0
58,175127,0,8,40,0
44,340885,0,13,40,1
38,222450,0,3,40,0
34,247328,0,9,40,0
23,236601,0,10,48,0
57,50791,0,11,20,0
58,426263,0,10,32,0
27,220104,0,13,50,0
51,338260,15024,15,60,1
38,103474,0,11,40,0
39,103323,0,13,40,0
35,162256,6849,11,40,0
31,213307,0,6,28,0
53,215572,0,9,40,0
62,194276,7688,14,40,1
20,228452,0,10,50,0
37,224406,0,10,40,0
46,146919,0,9,40,0
60,162151,0,9,45,0
24,137589,0,9,30,0
27,168138,0,9,45,0
28,435842,0,13,40,0
33,292465,0,5,50,0
21,243890,0,9,40,0
27,43652,0,13,40,0
44,336906,0,10,40,0
50,240496,0,10,36,0
26,82488,0,14,40,1
51,254230,0,10,58,1
46,238162,0,13,45,1
23,38251,0,9,40,0
41,106900,7298,14,60,1
40,194360,0,5,40,0
22,257017,0,11,52,0
27,73587,0,9,35,0
44,197033,0,9,40,0
42,219288,0,4,40,0
22,36011,0,11,30,0
36,27053,0,9,40,0
45,231013,0,13,40,0
25,212311,0,10,40,0
34,159187,0,9,45,0
35,170263,0,9,40,0
70,188260,0,9,16,0
47,123425,0,9,41,0
21,54472,0,9,40,0
25,264055,0,13,40,0
47,316101,0,9,40,0
22,202871,0,11,44,0
34,131552,0,9,40,0
18,427437,0,9,40,0
34,386877,0,9,40,0
20,165804,0,10,40,0
28,161087,0,10,45,0
54,161147,2174,9,40,0
41,157025,0,9,40,0
64,142166,0,13,45,0
20,163665,0,10,17,0
26,157708,0,10,40,0
23,208946,0,13,40,0
24,418405,0,9,40,0
34,304622,0,13,50,0
51,110327,0,7,60,1
26,214637,0,9,35,0
24,287357,0,7,40,0
61,205711,0,9,30,1
35,95455,0,13,55,0
46,27847,0,9,48,1
35,290226,0,9,40,0
43,35210,0,10,40,0
51,99185,0,12,40,1
27,233421,0,10,20,0
29,130856,0,9,45,0
52,240013,0,14,70,0
44,125461,0,13,40,1
47,99549,0,10,40,0
55,200448,0,10,40,0
23,194247,0,10,40,0
64,158412,0,9,40,0
54,197481,0,10,40,0
33,205950,0,11,40,1
30,104052,0,9,42,0
44,196545,7298,13,40,1
20,157145,0,10,10,0
25,139012,2174,13,40,0
52,195635,0,9,38,0
34,118551,0,13,35,0
49,39518,0,10,40,1
45,358259,0,10,50,0
21,299153,0,10,15,0
36,263574,0,11,40,0
36,27408,0,11,60,0
43,281315,0,10,42,0
29,255476,0,4,30,0
22,293324,0,9,40,0
59,196482,0,9,40,0
22,285775,0,11,40,0
23,27073,0,10,40,0
39,238008,0,9,40,0
58,310320,0,13,40,1
22,133833,0,10,25,0
22,137876,0,10,20,0
37,344480,0,10,65,0
53,233722,0,12,40,0
33,49358,0,6,40,0
32,509350,0,10,50,1
53,340723,0,15,40,0
73,114561,0,3,25,0
50,222020,0,9,48,0
75,100301,0,6,15,0
17,129396,0,7,26,0
45,99179,0,7,40,0
32,182323,7688,9,40,1
38,168322,0,9,60,0
46,212120,0,11,40,1
21,133375,0,9,48,0
23,45713,0,10,40,0
51,108435,0,8,40,0
46,186172,3103,13,40,1
28,183523,0,9,50,0
52,154342,0,9,48,1
61,153790,0,9,40,0
31,176998,0,10,35,1
35,172252,0,10,40,0
60,227311,0,6,40,0
29,229729,0,9,40,0
34,40067,0,10,40,0
58,147989,0,9,40,1
17,154398,0,7,16,0
36,116358,0,14,40,1
41,104196,0,10,60,0
24,181820,0,10,45,0
20,64292,0,10,50,0
36,137421,0,11,37,0
25,181598,0,7,40,0
29,173611,0,10,40,0
21,193219,0,9,35,0
20,291407,0,7,40,0
28,282398,0,9,35,0
41,177905,7688,13,70,1
49,144351,0,10,25,0
36,140854,0,4,45,0
49,89334,0,13,40,0
19,146679,0,10,30,0
27,137063,0,13,50,0
60,168381,0,11,40,0
35,214816,0,9,36,0
21,221661,0,9,35,0
65,158177,10605,14,44,1
19,27382,0,10,40,0
33,186824,0,7,40,0
38,99156,0,9,46,0
24,114939,0,11,40,0
30,284395,0,9,50,0
48,175006,0,2,48,0
25,122756,0,7,35,0
31,284703,0,14,40,0
36,238802,0,9,48,1
19,181781,0,7,28,0
40,174575,0,13,45,1
38,115215,0,6,40,0
25,203871,0,11,40,1
51,59590,0,9,20,0
35,193961,0,13,40,1
39,111129,0,9,40,0
24,179203,0,8,55,0
40,179557,0,13,40,0
51,41806,0,7,40,0
60,31577,0,9,60,1
29,153416,0,13,55,0
48,148121,0,13,40,0
43,56063,0,13,60,0
40,60949,0,11,40,0
34,213887,0,10,40,0
32,208291,0,9,50,0
47,411047,0,10,37,0
33,42485,0,7,70,0
49,185041,0,9,40,0
31,595000,0,9,35,0
40,155972,0,9,60,1
19,244175,0,7,25,0
68,195868,20051,13,40,1
46,140782,0,12,50,0
25,278404,0,13,40,0
77,267799,0,16,4,1
60,143932,0,14,40,0
28,207213,0,12,5,0
90,282095,0,10,40,0
18,404085,0,9,40,0
41,158688,0,13,50,0
43,241506,1506,13,36,0
22,72310,0,9,70,0
33,437566,0,14,50,1
39,257942,0,9,40,0
56,178353,0,10,40,1
36,186934,0,13,55,1
19,138917,0,10,20,0
39,75995,0,9,45,0
49,160167,0,11,40,0
18,152004,0,7,20,0
48,131762,0,9,30,0
46,155659,0,7,40,1
43,112607,0,7,60,0
48,99385,0,9,40,0
30,146161,0,9,50,1
33,203488,15024,13,50,1
40,168538,0,9,60,1
25,45474,0,13,60,0
61,74040,0,13,30,0
35,208165,0,9,50,0
29,190525,0,13,60,1
42,182108,0,13,35,0
47,172034,0,9,75,1
44,151933,0,10,40,1
55,43064,0,7,30,0
30,341051,15024,14,60,1
33,189265,0,10,5,0
46,156926,0,10,60,1
21,209067,0,9,40,0
42,34722,0,12,40,0
32,195891,0,12,45,1
34,248795,0,9,45,0
37,397877,0,13,40,1
44,201723,15024,13,45,1
59,126677,0,10,50,1
53,341439,0,14,60,1
29,39484,7298,13,42,1
42,124792,7688,9,45,1
54,220115,0,9,40,0
40,34113,6849,9,43,0
32,126132,15024,13,50,1
28,190836,0,9,50,1
62,190610,0,13,50,1
35,196178,0,9,40,0
61,167840,0,9,38,0
43,187702,2174,10,45,0
35,222989,0,9,30,0
27,704108,0,14,40,0
30,310889,0,11,50,1
30,23778,0,4,40,0
51,192973,0,13,40,1
54,230387,0,9,35,0
26,203279,2463,15,50,0
42,79586,0,13,40,1
24,228613,0,7,40,0
64,211222,0,13,40,0
52,168035,0,10,45,0
52,251908,0,14,40,1
38,208109,0,13,50,0
47,121124,0,3,55,1
56,235826,5013,9,40,0
40,208470,0,9,40,0
44,244974,0,9,60,0
44,104440,0,13,40,1
20,56322,0,10,20,0
51,29887,0,9,44,0
45,80430,0,9,40,0
30,54318,0,7,40,0
33,108328,6849,10,50,0
22,125010,0,11,30,0
55,247552,0,10,56,0
39,260084,0,10,24,0
40,153799,0,2,40,0
24,81145,0,10,25,0
33,194901,0,13,40,1
46,176814,99999,15,50,1
43,163847,0,13,50,1
35,187589,0,11,40,0
19,70505,0,10,20,0
28,105817,0,7,50,1
43,137232,0,13,42,0
21,155483,0,10,40,0
51,314007,0,9,40,0
63,440607,0,1,30,0
43,403276,0,9,40,0
38,187983,0,15,40,0
28,79874,0,11,40,0
26,34965,0,10,12,0
35,185621,0,13,40,0
31,235389,0,4,30,0
29,89030,0,9,40,0
56,197875,0,6,40,0
42,144056,0,11,40,1
34,79586,0,13,60,0
17,173740,0,6,15,0
32,116539,0,13,55,1
25,181814,0,9,40,0
22,204226,0,9,40,0
36,89202,0,11,50,1
27,198188,2580,9,45,0
59,247187,0,9,40,0
39,114942,0,10,43,1
23,157839,0,12,35,0
18,378036,0,8,10,0
41,193882,15024,9,65,1
45,184285,0,13,45,0
52,165278,0,9,22,0
62,192236,0,13,40,1
38,184456,0,9,55,1
28,188278,0,13,50,0
30,289442,0,13,40,0
50,173020,0,10,40,0
78,135566,2329,9,12,0
18,327612,0,6,20,0
58,111625,8614,13,40,1
47,95661,0,10,45,0
18,201686,0,7,4,0
57,135796,0,6,48,0
53,34973,0,10,45,0
29,176027,0,13,40,0
51,254211,0,13,20,1
29,115549,2635,9,40,0
27,292120,0,9,45,0
28,175262,0,12,40,0
26,171636,0,13,72,0
60,200047,0,14,40,0
25,150361,0,9,40,0
43,173728,0,13,40,0
17,102446,0,8,35,0
39,142149,0,12,20,1
62,115771,0,11,33,0
23,216811,0,9,16,0
22,37932,0,10,25,0
40,45054,0,10,40,1
26,219796,0,13,43,0
29,246974,0,11,40,0
33,276221,0,16,40,0
36,414056,0,9,40,0
37,89083,0,12,35,0
42,344572,0,9,40,1
42,198619,0,11,40,0
32,97723,0,11,40,0
46,97176,0,10,50,0
48,327886,0,16,50,1
46,87250,0,13,40,0
47,209460,4386,10,40,1
49,106705,0,10,36,0
40,222434,0,13,45,1
43,186916,0,14,60,1
17,95079,0,7,15,0
43,186990,0,9,37,0
37,125933,7688,12,50,1
48,203576,0,10,40,1
39,286261,0,14,40,0
41,105616,0,10,48,0
59,128105,0,9,35,0
18,294720,0,7,12,0
37,137527,0,16,60,1
50,282701,4386,9,48,1
48,233511,0,9,40,1
26,165418,0,12,40,0
23,215251,0,10,55,0
18,404868,0,7,20,0
35,139012,0,13,40,0
35,168817,0,9,40,0
38,226106,0,10,40,0
40,36296,0,13,50,1
50,160107,0,14,55,1
62,163234,0,13,55,1
21,112225,0,10,15,0
56,53366,0,9,40,0
81,98116,0,13,50,1
50,42402,0,15,30,1
23,47039,0,11,40,0
49,32212,0,9,43,0
58,183870,0,6,40,0
25,153932,2580,7,30,0
53,204397,0,9,60,0
41,107327,0,11,40,0
58,115439,0,14,40,1
28,219705,5013,13,55,0
47,194698,0,9,50,0
31,216827,0,9,40,0
38,73715,0,10,60,1
56,231232,0,13,30,0
34,198068,0,9,40,0
35,341643,0,10,40,0
51,299353,0,10,56,0
25,192321,0,13,40,0
34,136862,0,2,40,0
27,171133,0,6,38,0
73,105886,1173,13,75,0
47,26145,0,11,40,1
35,276153,4650,13,40,0
30,352542,0,13,40,0
58,127264,0,6,50,0
18,177722,0,9,20,0
45,101656,0,6,40,0
46,142828,0,9,40,1
20,130840,0,9,20,0
38,407068,0,3,75,0
31,180551,0,9,40,1
40,130834,0,10,40,0
40,157240,15024,14,30,1
20,286166,0,9,48,0
38,253716,0,9,40,0
50,195298,0,10,50,1
24,318612,0,10,40,0
34,177437,0,6,60,0
43,200835,0,9,40,0
37,162494,0,13,40,0
35,103323,0,14,45,0
39,94036,0,9,40,0
31,206609,0,9,40,1
44,55363,0,13,40,1
83,213866,0,9,8,0
17,187879,0,5,50,0
30,213714,0,10,40,0
36,272944,0,9,45,0
33,112584,0,10,25,0
45,239093,3137,10,40,0
23,259301,0,9,40,0
21,34568,0,9,50,0
29,228860,0,10,35,0
27,207352,0,13,40,1
57,34366,0,10,50,0
36,84306,5013,13,50,0
25,269015,0,9,40,0
32,198183,0,10,38,0
20,184779,0,10,40,0
24,44738,0,9,40,0
39,99156,0,16,50,1
50,200960,0,10,50,0
35,36989,0,9,40,0
43,281138,0,9,40,0
45,96798,0,3,40,0
49,77443,0,4,20,0
29,55390,0,9,40,1
19,216647,0,10,30,0
51,189511,0,11,50,1
19,311293,0,9,25,0
39,389279,0,11,40,0
33,173806,0,14,30,0
33,169886,0,8,50,0
39,80004,0,9,40,0
47,83407,0,9,84,1
56,165881,0,9,50,1
32,180799,0,10,60,1
50,341797,0,12,40,1
36,210830,0,14,30,0
59,144071,2580,3,15,0
45,257855,0,7,50,0
48,96854,0,10,30,0
41,249039,0,9,40,0
45,81400,0,2,25,0
33,160634,0,9,50,1
79,84979,0,11,20,1
21,334693,0,10,50,0
41,190591,0,9,20,0
24,172612,0,9,40,0
61,77072,0,7,40,1
24,321435,0,13,40,0
34,115040,0,9,44,0
21,177526,0,10,40,0
20,116791,0,9,40,0
28,226198,0,9,40,0
43,197609,0,10,30,0
21,305874,0,10,40,0
45,247053,0,9,40,0
46,187715,0,10,50,0
47,211123,0,9,40,0
34,111415,0,9,70,0
29,167336,0,10,50,0
63,129845,0,4,40,0
18,62972,0,7,16,0
22,199555,0,9,48,0
47,344157,0,7,40,0
37,160916,0,4,40,0
31,231043,0,10,50,0
42,143046,0,9,40,0
27,278720,0,9,45,1
55,194436,0,5,40,0
41,306496,0,11,40,1
54,168723,0,9,40,0
60,93272,0,9,40,0
52,98752,0,5,40,0
37,189878,0,10,60,0
46,131939,0,9,40,0
33,118551,0,9,40,0
68,69249,0,9,50,1
59,184553,0,9,45,0
27,289484,0,10,40,0
46,188273,15024,9,50,1
28,274690,0,13,45,0
43,143368,0,9,40,0
43,139734,15024,13,40,1
76,104443,0,9,40,0
57,195835,0,10,40,0
24,196943,0,11,40,1
65,95644,0,12,40,0
39,141584,0,10,50,0
25,134113,0,13,30,0
22,34918,0,13,15,0
45,305739,0,10,40,0
50,153064,5178,9,40,1
70,205860,0,14,40,0
50,195322,0,16,40,1
27,135308,0,13,40,0
30,342709,0,9,40,0
68,136218,0,9,15,0
46,194698,0,13,60,0
37,156261,0,14,50,1
22,157332,0,9,35,0
40,223881,0,15,60,1
37,184112,0,16,40,1
54,278329,0,9,43,0
37,321943,0,15,40,1
19,146189,0,7,43,0
43,196084,0,14,55,0
42,184105,0,11,45,1
36,28572,0,10,38,0
57,138285,0,12,40,0
48,213140,0,9,80,0
29,341846,0,14,50,0
49,110373,0,10,40,1
18,466325,0,7,12,0
57,20953,0,14,70,0
20,289405,0,10,15,0
48,139290,0,6,48,0
32,217251,0,11,43,0
25,133373,0,9,60,0
23,210474,0,10,30,0
38,284166,0,15,50,0
50,161438,0,9,50,1
42,482211,0,9,40,0
41,401134,0,13,40,0
34,205810,0,9,40,0
37,143058,0,10,40,0
56,128696,0,7,40,0
27,340269,0,10,40,0
61,151459,0,6,38,0
38,304651,0,9,60,0
31,393965,0,9,8,0
25,171114,0,9,48,0
45,244813,0,15,38,1
39,210945,0,9,48,0
41,154076,0,10,50,1
28,33798,0,8,50,0
19,206874,0,11,40,0
27,167336,0,10,39,0
47,239865,0,9,45,1
42,111252,0,14,40,1
23,40021,0,10,70,0
42,460214,0,10,40,1
28,233796,7298,10,32,1
45,120131,0,9,50,1
55,171467,0,9,48,1
41,132125,0,9,40,0
17,28031,0,5,16,0
29,107812,0,9,40,0
52,227832,0,13,50,1
36,173273,0,14,40,0
36,214807,0,9,37,0
18,183274,594,7,30,0
47,132912,0,10,55,1
31,42900,0,13,37,0
46,207677,0,9,30,0
35,166416,0,9,99,0
42,96524,0,13,40,1
20,391679,0,9,60,0
28,27956,0,15,99,0
34,344073,0,9,40,1
27,247978,0,9,40,0
34,184833,4650,13,50,0
48,171807,0,13,56,1
22,396895,0,3,35,0
64,268965,0,9,22,0
36,312206,0,9,60,1
30,113838,3137,11,60,0
33,156464,0,9,40,0
45,94754,0,14,40,0
35,107477,0,10,40,0
51,312477,3908,10,40,0
40,130571,0,9,40,0
34,189759,0,13,45,1
21,349365,0,10,15,0
35,102471,0,9,80,0
33,105974,0,9,41,0
44,193755,0,13,50,1
29,89813,0,9,40,0
32,101352,0,10,32,1
38,397877,15024,13,50,1
51,293196,15024,16,60,1
36,163396,0,11,40,1
42,27821,0,11,60,0
40,283724,0,5,49,0
58,193568,0,7,40,0
49,105614,0,9,50,1
39,165743,0,5,40,0
40,55395,0,11,40,1
49,225456,0,13,40,1
42,340885,0,9,50,0
43,168071,0,9,44,0
36,256992,0,13,40,1
34,215857,0,9,40,0
70,174032,0,9,40,0
28,195607,0,9,40,0
26,122485,4416,9,40,0
26,331861,0,13,60,1
60,334984,0,9,40,1
57,162301,0,9,45,0
35,187625,0,10,40,1
52,74712,0,9,40,1
22,152744,0,10,10,0
25,332702,0,11,15,0
54,249860,0,7,10,0
36,126954,0,9,40,0
49,278322,0,9,40,1
26,189238,0,10,4,0
40,220977,3103,16,40,1
21,296158,0,9,40,0
30,226943,0,9,35,0
61,273803,0,9,40,0
48,249935,0,9,44,0
32,130040,0,9,40,0
64,182044,0,6,50,0
44,55076,0,14,60,0
33,83671,0,13,50,0
20,313786,0,9,40,0
47,251508,0,9,36,0
23,276568,0,10,40,0
41,112763,0,15,40,1
36,167482,0,10,40,1
38,37683,99999,15,57,1
57,413373,0,16,40,1
30,287986,0,10,40,0
21,176262,0,12,18,0
36,166213,0,9,40,1
24,542762,0,13,50,0
25,203279,0,13,20,0
63,230823,0,8,40,0
35,350103,0,13,40,0
31,59469,0,9,40,0
38,374983,0,10,55,0
51,318351,0,12,30,1
30,176185,0,10,60,1
36,241306,0,10,40,1
28,207513,7298,13,42,1
34,176831,0,13,40,1
68,116903,0,11,40,0
42,219553,0,14,38,0
19,458558,0,9,40,0
38,32989,0,9,40,0
51,53833,0,9,46,1
42,373403,0,9,50,0
38,143774,0,10,45,0
26,206600,0,13,40,0
37,258289,0,9,40,0
60,223911,0,10,40,0
41,444743,0,9,40,0
53,58535,0,9,40,0
39,33975,0,10,40,1
27,200928,0,10,22,0
23,210443,0,13,40,0
49,203505,0,9,30,0
58,218281,0,13,40,0
18,169745,0,4,40,0
39,148485,0,10,50,0
49,423222,99999,14,80,1
69,209236,0,9,36,0
20,325033,0,8,35,1
45,20534,0,10,84,1
59,132559,0,16,55,1
43,194360,0,14,38,0
22,191455,0,10,15,0
32,116539,0,10,40,1
30,53373,0,13,40,1
47,382532,0,10,40,1
69,128348,9386,13,50,1
62,71467,0,13,55,1
21,237051,0,10,25,0
23,32950,0,10,40,0
52,278522,0,10,40,0
58,285885,0,5,40,0
33,173806,0,12,40,0
40,213849,0,9,40,0
44,280362,0,12,40,1
36,101318,0,10,40,1
45,183168,0,10,40,0
46,88564,0,10,40,0
21,479296,0,9,40,0
22,124483,0,13,40,0
44,137304,0,9,40,0
51,120914,0,6,40,0
19,118306,0,9,16,0
34,238588,0,10,35,0
22,119474,1055,9,25,0
46,311231,0,9,40,0
17,262031,0,8,20,0
55,49996,0,7,40,0
34,342709,0,14,40,0
42,167948,0,16,40,1
22,190483,0,10,48,0
56,110238,0,13,40,1
56,93415,0,9,40,0
35,157473,0,9,40,0
35,138441,0,13,40,1
47,169324,4386,14,35,1
58,275859,8614,9,52,1
21,518530,0,10,40,0
25,38488,0,9,40,0
42,188561,0,13,40,0
54,299324,0,3,40,0
31,112115,0,9,40,0
31,469263,0,9,50,0
50,237868,0,14,50,1
56,229335,0,9,40,0
32,355700,99999,15,60,1
38,214008,0,9,50,1
53,274528,0,13,70,0
58,223214,0,9,40,0
42,191342,0,14,40,1
44,152744,0,14,40,0
45,106061,0,7,70,0
38,60135,0,9,40,0
25,247025,3325,13,48,0
23,200593,0,13,40,0
55,238638,4386,9,40,1
47,160045,0,10,40,0
50,77905,0,13,8,0
